"";"Sexo";"Comunidades.y.Ciudades.Autónomas";"Edad";"Periodo";"Total"
"19963";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2016T2";"28,6"
"19964";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2016T1";"28,7"
"19965";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2015T4";"28,7"
"19966";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2015T3";"28,9"
"19967";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2015T2";"28,9"
"19968";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2015T1";"28,9"
"19969";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2014T4";"29,1"
"19970";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2014T3";"29,3"
"19971";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2014T2";"29,1"
"19972";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2014T1";"29,2"
"19973";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2013T4";"29,4"
"19974";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2013T3";"29,8"
"19975";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2013T2";"29,8"
"19976";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2013T1";"29,9"
"19977";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2012T4";"30,1"
"19978";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2012T3";"30,2"
"19979";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2012T2";"30,2"
"19980";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2012T1";"30,2"
"19981";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2011T4";"30,4"
"19982";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2011T3";"30,6"
"19983";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2011T2";"30,6"
"19984";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2011T1";"30,8"
"19985";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2010T4";"31,2"
"19986";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2010T3";"31,5"
"19987";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2010T2";"31,8"
"19988";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2010T1";"32,1"
"19989";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2009T4";"32,6"
"19990";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2009T3";"32,9"
"19991";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2009T2";"33,1"
"19992";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2009T1";"33,2"
"19993";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2008T4";"33,6"
"19994";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2008T3";"33,6"
"19995";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2008T2";"33,5"
"19996";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2008T1";"33,4"
"19997";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2007T4";"33,6"
"19998";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2007T3";"33,5"
"19999";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2007T2";"33,2"
"20000";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2007T1";"33"
"20001";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2006T4";"33,1"
"20002";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2006T3";"33"
"20003";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2006T2";"32,7"
"20004";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2006T1";"32,7"
"20005";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2005T4";"32,9"
"20006";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2005T3";"32,9"
"20007";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2005T2";"32,9"
"20008";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2005T1";"32,9"
"20009";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2004T4";"33"
"20010";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2004T3";"33"
"20011";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2004T2";"33"
"20012";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2004T1";"33,2"
"20013";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2003T4";"33,5"
"20014";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2003T3";"33,6"
"20015";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2003T2";"33,5"
"20016";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2003T1";"33,5"
"20017";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2002T4";"33,6"
"20018";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2002T3";"33,4"
"20019";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2002T2";"33,2"
"20020";"Hombres";"04 Balears, Illes";"De 20 a 24 años";"2002T1";"32,8"
"20021";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2024T3";"83,1"
"20022";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2024T2";"82,4"
"20023";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2024T1";"81,8"
"20024";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2023T4";"81,6"
"20025";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2023T3";"81,2"
"20026";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2023T2";"80"
"20027";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2023T1";"79,1"
"20028";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2022T4";"78,7"
"20029";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2022T3";"78"
"20030";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2022T2";"76,9"
"20031";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2022T1";"76,4"
"20032";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2021T4";"76,7"
"20033";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2021T3";"76,9"
"20034";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2021T2";"77,1"
"20035";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2021T1";"77,8"
"20036";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2020T4";"80,3"
"20037";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2020T3";"80,6"
"20038";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2020T2";"80,9"
"20039";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2020T1";"81,3"
"20040";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2019T4";"81,1"
"20041";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2019T3";"80,5"
"20042";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2019T2";"80"
"20043";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2019T1";"80"
"20044";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2018T4";"79,9"
"20045";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2018T3";"79,4"
"20046";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2018T2";"78,9"
"20047";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2018T1";"78,8"
"20048";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2017T4";"78,3"
"20049";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2017T3";"77,5"
"20050";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2017T2";"77,4"
"20051";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2017T1";"77,8"
"20052";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2016T4";"78,1"
"20053";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2016T3";"78,2"
"20054";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2016T2";"78,6"
"20055";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2016T1";"79,2"
"20056";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2015T4";"79,8"
"20057";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2015T3";"80,9"
"20058";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2015T2";"81,4"
"20059";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2015T1";"81,9"
"20060";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2014T4";"82,7"
"20061";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2014T3";"83,8"
"20062";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2014T2";"83,8"
"20063";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2014T1";"84,7"
"20064";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2013T4";"85,8"
"20065";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2013T3";"87,1"
"20066";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2013T2";"87,5"
"20067";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2013T1";"88,1"
"20068";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2012T4";"89,3"
"20069";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2012T3";"90"
"20070";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2012T2";"90,5"
"20071";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2012T1";"91,3"
"20072";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2011T4";"92,6"
"20073";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2011T3";"93,5"
"20074";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2011T2";"94"
"20075";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2011T1";"95,1"
"20076";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2010T4";"96,5"
"20077";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2010T3";"97,4"
"20078";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2010T2";"98"
"20079";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2010T1";"98,9"
"20080";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2009T4";"100,2"
"20081";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2009T3";"100,9"
"20082";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2009T2";"101,1"
"20083";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2009T1";"101,5"
"20084";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2008T4";"102,1"
"20085";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2008T3";"102"
"20086";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2008T2";"101,4"
"20087";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2008T1";"100,9"
"20088";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2007T4";"100,9"
"20089";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2007T3";"100"
"20090";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2007T2";"98,8"
"20091";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2007T1";"97,8"
"20092";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2006T4";"97,2"
"20093";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2006T3";"96,2"
"20094";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2006T2";"95"
"20095";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2006T1";"94,2"
"20096";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2005T4";"93,9"
"20097";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2005T3";"93,1"
"20098";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2005T2";"92,1"
"20099";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2005T1";"91,2"
"20100";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2004T4";"90,5"
"20101";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2004T3";"89,4"
"20102";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2004T2";"88,4"
"20103";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2004T1";"87,8"
"20104";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2003T4";"87,6"
"20105";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2003T3";"86,6"
"20106";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2003T2";"85,4"
"20107";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2003T1";"84,5"
"20108";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2002T4";"83,7"
"20109";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2002T3";"82,3"
"20110";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2002T2";"80,7"
"20111";"Hombres";"04 Balears, Illes";"De 25 a 34 años";"2002T1";"79"
"20112";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2024T3";"96,9"
"20113";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2024T2";"97,1"
"20114";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2024T1";"97,1"
"20115";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2023T4";"97,5"
"20116";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2023T3";"97,7"
"20117";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2023T2";"97,5"
"20118";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2023T1";"97,5"
"20119";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2022T4";"97,7"
"20120";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2022T3";"97,9"
"20121";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2022T2";"97,8"
"20122";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2022T1";"98,1"
"20123";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2021T4";"98,8"
"20124";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2021T3";"99,6"
"20125";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2021T2";"100,2"
"20126";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2021T1";"101,2"
"20127";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2020T4";"105,9"
"20128";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2020T3";"106,5"
"20129";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2020T2";"107"
"20130";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2020T1";"107,5"
"20131";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2019T4";"107,7"
"20132";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2019T3";"107,7"
"20133";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2019T2";"107,8"
"20134";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2019T1";"108"
"20135";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2018T4";"108,2"
"20136";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2018T3";"108"
"20137";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2018T2";"107,7"
"20138";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2018T1";"107,7"
"20139";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2017T4";"107,4"
"20140";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2017T3";"106,7"
"20141";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2017T2";"106,6"
"20142";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2017T1";"106,8"
"20143";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2016T4";"107"
"20144";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2016T3";"106,9"
"20145";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2016T2";"106,9"
"20146";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2016T1";"107"
"20147";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2015T4";"107,1"
"20148";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2015T3";"107,2"
"20149";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2015T2";"107,1"
"20150";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2015T1";"106,7"
"20151";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2014T4";"106,7"
"20152";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2014T3";"107"
"20153";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2014T2";"106,4"
"20154";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2014T1";"106,3"
"20155";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2013T4";"106,2"
"20156";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2013T3";"106,4"
"20157";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2013T2";"105,9"
"20158";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2013T1";"105,4"
"20159";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2012T4";"105,4"
"20160";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2012T3";"104,9"
"20161";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2012T2";"104,4"
"20162";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2012T1";"103,9"
"20163";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2011T4";"103,8"
"20164";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2011T3";"103,3"
"20165";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2011T2";"102,5"
"20166";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2011T1";"102"
"20167";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2010T4";"101,8"
"20168";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2010T3";"101,4"
"20169";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2010T2";"100,7"
"20170";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2010T1";"100,2"
"20171";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2009T4";"99,9"
"20172";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2009T3";"99,4"
"20173";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2009T2";"98,6"
"20174";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2009T1";"98"
"20175";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2008T4";"97,4"
"20176";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2008T3";"96,5"
"20177";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2008T2";"95,4"
"20178";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2008T1";"94,2"
"20179";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2007T4";"93,2"
"20180";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2007T3";"91,9"
"20181";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2007T2";"90,5"
"20182";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2007T1";"89"
"20183";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2006T4";"87,9"
"20184";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2006T3";"86,7"
"20185";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2006T2";"85,3"
"20186";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2006T1";"83,9"
"20187";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2005T4";"83"
"20188";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2005T3";"82"
"20189";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2005T2";"81"
"20190";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2005T1";"79,9"
"20191";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2004T4";"79"
"20192";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2004T3";"78"
"20193";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2004T2";"77,1"
"20194";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2004T1";"76,3"
"20195";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2003T4";"75,7"
"20196";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2003T3";"74,8"
"20197";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2003T2";"73,9"
"20198";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2003T1";"73"
"20199";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2002T4";"72,2"
"20200";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2002T3";"71,2"
"20201";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2002T2";"70,1"
"20202";"Hombres";"04 Balears, Illes";"De 35 a 44 años";"2002T1";"68,9"
"20203";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2024T3";"106,5"
"20204";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2024T2";"106,2"
"20205";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2024T1";"105,9"
"20206";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2023T4";"105,6"
"20207";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2023T3";"105,2"
"20208";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2023T2";"104,6"
"20209";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2023T1";"104"
"20210";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2022T4";"103,6"
"20211";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2022T3";"103,1"
"20212";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2022T2";"102,3"
"20213";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2022T1";"101,7"
"20214";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2021T4";"101,4"
"20215";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2021T3";"100,9"
"20216";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2021T2";"100,4"
"20217";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2021T1";"100"
"20218";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2020T4";"103,4"
"20219";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2020T3";"102,9"
"20220";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2020T2";"102,3"
"20221";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2020T1";"101,8"
"20222";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2019T4";"101,1"
"20223";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2019T3";"100,2"
"20224";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2019T2";"99,4"
"20225";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2019T1";"98,7"
"20226";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2018T4";"97,9"
"20227";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2018T3";"97"
"20228";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2018T2";"96,1"
"20229";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2018T1";"95,2"
"20230";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2017T4";"94,2"
"20231";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2017T3";"92,8"
"20232";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2017T2";"91,9"
"20233";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2017T1";"91,1"
"20234";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2016T4";"90,5"
"20235";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2016T3";"89,9"
"20236";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2016T2";"89,3"
"20237";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2016T1";"88,7"
"20238";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2015T4";"88,2"
"20239";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2015T3";"87,8"
"20240";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2015T2";"87,3"
"20241";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2015T1";"86,7"
"20242";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2014T4";"86,3"
"20243";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2014T3";"86"
"20244";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2014T2";"85,3"
"20245";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2014T1";"84,7"
"20246";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2013T4";"84,3"
"20247";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2013T3";"84,1"
"20248";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2013T2";"83,6"
"20249";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2013T1";"83,1"
"20250";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2012T4";"82,6"
"20251";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2012T3";"82"
"20252";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2012T2";"81,5"
"20253";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2012T1";"80,9"
"20254";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2011T4";"80,4"
"20255";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2011T3";"79,8"
"20256";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2011T2";"79,1"
"20257";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2011T1";"78,5"
"20258";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2010T4";"78"
"20259";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2010T3";"77,3"
"20260";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2010T2";"76,6"
"20261";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2010T1";"75,9"
"20262";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2009T4";"75,3"
"20263";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2009T3";"74,6"
"20264";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2009T2";"73,9"
"20265";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2009T1";"73,2"
"20266";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2008T4";"72,6"
"20267";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2008T3";"71,9"
"20268";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2008T2";"71,1"
"20269";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2008T1";"70,3"
"20270";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2007T4";"69,7"
"20271";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2007T3";"69"
"20272";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2007T2";"68,2"
"20273";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2007T1";"67,4"
"20274";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2006T4";"66,7"
"20275";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2006T3";"66"
"20276";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2006T2";"65,2"
"20277";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2006T1";"64,4"
"20278";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2005T4";"63,7"
"20279";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2005T3";"62,9"
"20280";"Hombres";"04 Balears, Illes";"De 45 a 54 años";"2005T2";"62,1"
