"";"Sexo";"Comunidades.y.Ciudades.Autónomas";"Edad";"Periodo";"Total"
"1";"Ambos sexos";"Total Nacional";"Total";"2024T3";"48.490,1"
"2";"Ambos sexos";"Total Nacional";"Total";"2024T2";"48.369,9"
"3";"Ambos sexos";"Total Nacional";"Total";"2024T1";"48.278,4"
"4";"Ambos sexos";"Total Nacional";"Total";"2023T4";"48.186"
"5";"Ambos sexos";"Total Nacional";"Total";"2023T3";"48.079,1"
"6";"Ambos sexos";"Total Nacional";"Total";"2023T2";"47.945,6"
"7";"Ambos sexos";"Total Nacional";"Total";"2023T1";"47.805,2"
"8";"Ambos sexos";"Total Nacional";"Total";"2022T4";"47.662,2"
"9";"Ambos sexos";"Total Nacional";"Total";"2022T3";"47.513,2"
"10";"Ambos sexos";"Total Nacional";"Total";"2022T2";"47.350,7"
"11";"Ambos sexos";"Total Nacional";"Total";"2022T1";"47.206,2"
"12";"Ambos sexos";"Total Nacional";"Total";"2021T4";"47.116,3"
"13";"Ambos sexos";"Total Nacional";"Total";"2021T3";"47.048,7"
"14";"Ambos sexos";"Total Nacional";"Total";"2021T2";"47.016,4"
"15";"Ambos sexos";"Total Nacional";"Total";"2021T1";"47.044,3"
"16";"Ambos sexos";"Total Nacional";"Total";"2020T4";"46.910,1"
"17";"Ambos sexos";"Total Nacional";"Total";"2020T3";"46.903,7"
"18";"Ambos sexos";"Total Nacional";"Total";"2020T2";"46.895,8"
"19";"Ambos sexos";"Total Nacional";"Total";"2020T1";"46.874,4"
"20";"Ambos sexos";"Total Nacional";"Total";"2019T4";"46.793,6"
"21";"Ambos sexos";"Total Nacional";"Total";"2019T3";"46.702,4"
"22";"Ambos sexos";"Total Nacional";"Total";"2019T2";"46.599"
"23";"Ambos sexos";"Total Nacional";"Total";"2019T1";"46.522,8"
"24";"Ambos sexos";"Total Nacional";"Total";"2018T4";"46.435,4"
"25";"Ambos sexos";"Total Nacional";"Total";"2018T3";"46.326,2"
"26";"Ambos sexos";"Total Nacional";"Total";"2018T2";"46.241"
"27";"Ambos sexos";"Total Nacional";"Total";"2018T1";"46.182,8"
"28";"Ambos sexos";"Total Nacional";"Total";"2017T4";"46.134,6"
"29";"Ambos sexos";"Total Nacional";"Total";"2017T3";"46.090,4"
"30";"Ambos sexos";"Total Nacional";"Total";"2017T2";"46.055,6"
"31";"Ambos sexos";"Total Nacional";"Total";"2017T1";"46.038,4"
"32";"Ambos sexos";"Total Nacional";"Total";"2016T4";"46.019,6"
"33";"Ambos sexos";"Total Nacional";"Total";"2016T3";"45.982,8"
"34";"Ambos sexos";"Total Nacional";"Total";"2016T2";"45.955,5"
"35";"Ambos sexos";"Total Nacional";"Total";"2016T1";"45.953,2"
"36";"Ambos sexos";"Total Nacional";"Total";"2015T4";"45.957,8"
"37";"Ambos sexos";"Total Nacional";"Total";"2015T3";"45.953,7"
"38";"Ambos sexos";"Total Nacional";"Total";"2015T2";"45.970,2"
"39";"Ambos sexos";"Total Nacional";"Total";"2015T1";"45.986,4"
"40";"Ambos sexos";"Total Nacional";"Total";"2014T4";"46.000,5"
"41";"Ambos sexos";"Total Nacional";"Total";"2014T3";"45.998,6"
"42";"Ambos sexos";"Total Nacional";"Total";"2014T2";"46.004"
"43";"Ambos sexos";"Total Nacional";"Total";"2014T1";"45.976,7"
"44";"Ambos sexos";"Total Nacional";"Total";"2013T4";"46.044,4"
"45";"Ambos sexos";"Total Nacional";"Total";"2013T3";"46.106,6"
"46";"Ambos sexos";"Total Nacional";"Total";"2013T2";"46.184,8"
"47";"Ambos sexos";"Total Nacional";"Total";"2013T1";"46.247,1"
"48";"Ambos sexos";"Total Nacional";"Total";"2012T4";"46.301,7"
"49";"Ambos sexos";"Total Nacional";"Total";"2012T3";"46.310,5"
"50";"Ambos sexos";"Total Nacional";"Total";"2012T2";"46.329,4"
"51";"Ambos sexos";"Total Nacional";"Total";"2012T1";"46.356,5"
"52";"Ambos sexos";"Total Nacional";"Total";"2011T4";"46.375,6"
"53";"Ambos sexos";"Total Nacional";"Total";"2011T3";"46.323,9"
"54";"Ambos sexos";"Total Nacional";"Total";"2011T2";"46.280"
"55";"Ambos sexos";"Total Nacional";"Total";"2011T1";"46.247,5"
"56";"Ambos sexos";"Total Nacional";"Total";"2010T4";"46.222,8"
"57";"Ambos sexos";"Total Nacional";"Total";"2010T3";"46.164"
"58";"Ambos sexos";"Total Nacional";"Total";"2010T2";"46.122,2"
"59";"Ambos sexos";"Total Nacional";"Total";"2010T1";"46.087,4"
"60";"Ambos sexos";"Total Nacional";"Total";"2009T4";"46.060,3"
"61";"Ambos sexos";"Total Nacional";"Total";"2009T3";"45.994,7"
"62";"Ambos sexos";"Total Nacional";"Total";"2009T2";"45.932,8"
"63";"Ambos sexos";"Total Nacional";"Total";"2009T1";"45.870,3"
"64";"Ambos sexos";"Total Nacional";"Total";"2008T4";"45.803,1"
"65";"Ambos sexos";"Total Nacional";"Total";"2008T3";"45.665,4"
"66";"Ambos sexos";"Total Nacional";"Total";"2008T2";"45.521"
"67";"Ambos sexos";"Total Nacional";"Total";"2008T1";"45.367,7"
"68";"Ambos sexos";"Total Nacional";"Total";"2007T4";"45.210,9"
"69";"Ambos sexos";"Total Nacional";"Total";"2007T3";"44.975,2"
"70";"Ambos sexos";"Total Nacional";"Total";"2007T2";"44.758,8"
"71";"Ambos sexos";"Total Nacional";"Total";"2007T1";"44.549,7"
"72";"Ambos sexos";"Total Nacional";"Total";"2006T4";"44.332,3"
"73";"Ambos sexos";"Total Nacional";"Total";"2006T3";"44.106,6"
"74";"Ambos sexos";"Total Nacional";"Total";"2006T2";"43.915,2"
"75";"Ambos sexos";"Total Nacional";"Total";"2006T1";"43.745"
"76";"Ambos sexos";"Total Nacional";"Total";"2005T4";"43.595,6"
"77";"Ambos sexos";"Total Nacional";"Total";"2005T3";"43.412,5"
"78";"Ambos sexos";"Total Nacional";"Total";"2005T2";"43.253,3"
"79";"Ambos sexos";"Total Nacional";"Total";"2005T1";"43.060,3"
"80";"Ambos sexos";"Total Nacional";"Total";"2004T4";"42.869,5"
"81";"Ambos sexos";"Total Nacional";"Total";"2004T3";"42.640,8"
"82";"Ambos sexos";"Total Nacional";"Total";"2004T2";"42.467,4"
"83";"Ambos sexos";"Total Nacional";"Total";"2004T1";"42.314,4"
"84";"Ambos sexos";"Total Nacional";"Total";"2003T4";"42.174,9"
"85";"Ambos sexos";"Total Nacional";"Total";"2003T3";"41.993"
"86";"Ambos sexos";"Total Nacional";"Total";"2003T2";"41.821,2"
"87";"Ambos sexos";"Total Nacional";"Total";"2003T1";"41.636,5"
"88";"Ambos sexos";"Total Nacional";"Total";"2002T4";"41.461,6"
"89";"Ambos sexos";"Total Nacional";"Total";"2002T3";"41.252"
"90";"Ambos sexos";"Total Nacional";"Total";"2002T2";"41.064,8"
"91";"Ambos sexos";"Total Nacional";"Total";"2002T1";"40.876,3"
"92";"Ambos sexos";"Total Nacional";"Menores de 16";"2024T3";"6.860,5"
"93";"Ambos sexos";"Total Nacional";"Menores de 16";"2024T2";"6.873"
"94";"Ambos sexos";"Total Nacional";"Menores de 16";"2024T1";"6.951,9"
"95";"Ambos sexos";"Total Nacional";"Menores de 16";"2023T4";"6.965"
"96";"Ambos sexos";"Total Nacional";"Menores de 16";"2023T3";"7.022"
"97";"Ambos sexos";"Total Nacional";"Menores de 16";"2023T2";"7.054,1"
"98";"Ambos sexos";"Total Nacional";"Menores de 16";"2023T1";"7.044,1"
"99";"Ambos sexos";"Total Nacional";"Menores de 16";"2022T4";"7.043,1"
"100";"Ambos sexos";"Total Nacional";"Menores de 16";"2022T3";"7.057,2"
"101";"Ambos sexos";"Total Nacional";"Menores de 16";"2022T2";"7.073,6"
"102";"Ambos sexos";"Total Nacional";"Menores de 16";"2022T1";"7.089,3"
"103";"Ambos sexos";"Total Nacional";"Menores de 16";"2021T4";"7.099,8"
"104";"Ambos sexos";"Total Nacional";"Menores de 16";"2021T3";"7.106"
"105";"Ambos sexos";"Total Nacional";"Menores de 16";"2021T2";"7.129"
"106";"Ambos sexos";"Total Nacional";"Menores de 16";"2021T1";"7.186,6"
"107";"Ambos sexos";"Total Nacional";"Menores de 16";"2020T4";"7.274,6"
"108";"Ambos sexos";"Total Nacional";"Menores de 16";"2020T3";"7.307,9"
"109";"Ambos sexos";"Total Nacional";"Menores de 16";"2020T2";"7.331,9"
"110";"Ambos sexos";"Total Nacional";"Menores de 16";"2020T1";"7.354,4"
"111";"Ambos sexos";"Total Nacional";"Menores de 16";"2019T4";"7.366,4"
"112";"Ambos sexos";"Total Nacional";"Menores de 16";"2019T3";"7.380,4"
"113";"Ambos sexos";"Total Nacional";"Menores de 16";"2019T2";"7.385,9"
"114";"Ambos sexos";"Total Nacional";"Menores de 16";"2019T1";"7.408,1"
"115";"Ambos sexos";"Total Nacional";"Menores de 16";"2018T4";"7.415,9"
"116";"Ambos sexos";"Total Nacional";"Menores de 16";"2018T3";"7.413,8"
"117";"Ambos sexos";"Total Nacional";"Menores de 16";"2018T2";"7.405,6"
"118";"Ambos sexos";"Total Nacional";"Menores de 16";"2018T1";"7.403"
"119";"Ambos sexos";"Total Nacional";"Menores de 16";"2017T4";"7.418"
"120";"Ambos sexos";"Total Nacional";"Menores de 16";"2017T3";"7.427,7"
"121";"Ambos sexos";"Total Nacional";"Menores de 16";"2017T2";"7.426,5"
"122";"Ambos sexos";"Total Nacional";"Menores de 16";"2017T1";"7.430,4"
"123";"Ambos sexos";"Total Nacional";"Menores de 16";"2016T4";"7.434,7"
"124";"Ambos sexos";"Total Nacional";"Menores de 16";"2016T3";"7.439,1"
"125";"Ambos sexos";"Total Nacional";"Menores de 16";"2016T2";"7.449,8"
"126";"Ambos sexos";"Total Nacional";"Menores de 16";"2016T1";"7.461,3"
"127";"Ambos sexos";"Total Nacional";"Menores de 16";"2015T4";"7.468,2"
"128";"Ambos sexos";"Total Nacional";"Menores de 16";"2015T3";"7.466,9"
"129";"Ambos sexos";"Total Nacional";"Menores de 16";"2015T2";"7.473,6"
"130";"Ambos sexos";"Total Nacional";"Menores de 16";"2015T1";"7.469,2"
"131";"Ambos sexos";"Total Nacional";"Menores de 16";"2014T4";"7.477,1"
"132";"Ambos sexos";"Total Nacional";"Menores de 16";"2014T3";"7.475,4"
"133";"Ambos sexos";"Total Nacional";"Menores de 16";"2014T2";"7.475,9"
"134";"Ambos sexos";"Total Nacional";"Menores de 16";"2014T1";"7.493,1"
"135";"Ambos sexos";"Total Nacional";"Menores de 16";"2013T4";"7.501,3"
"136";"Ambos sexos";"Total Nacional";"Menores de 16";"2013T3";"7.509,3"
"137";"Ambos sexos";"Total Nacional";"Menores de 16";"2013T2";"7.504,1"
"138";"Ambos sexos";"Total Nacional";"Menores de 16";"2013T1";"7.513,8"
"139";"Ambos sexos";"Total Nacional";"Menores de 16";"2012T4";"7.518,6"
"140";"Ambos sexos";"Total Nacional";"Menores de 16";"2012T3";"7.511,4"
"141";"Ambos sexos";"Total Nacional";"Menores de 16";"2012T2";"7.505,8"
"142";"Ambos sexos";"Total Nacional";"Menores de 16";"2012T1";"7.502,3"
"143";"Ambos sexos";"Total Nacional";"Menores de 16";"2011T4";"7.493,7"
"144";"Ambos sexos";"Total Nacional";"Menores de 16";"2011T3";"7.472,3"
"145";"Ambos sexos";"Total Nacional";"Menores de 16";"2011T2";"7.452,9"
"146";"Ambos sexos";"Total Nacional";"Menores de 16";"2011T1";"7.438,8"
"147";"Ambos sexos";"Total Nacional";"Menores de 16";"2010T4";"7.420,9"
"148";"Ambos sexos";"Total Nacional";"Menores de 16";"2010T3";"7.395,3"
"149";"Ambos sexos";"Total Nacional";"Menores de 16";"2010T2";"7.377,2"
"150";"Ambos sexos";"Total Nacional";"Menores de 16";"2010T1";"7.362,4"
"151";"Ambos sexos";"Total Nacional";"Menores de 16";"2009T4";"7.347,4"
"152";"Ambos sexos";"Total Nacional";"Menores de 16";"2009T3";"7.324,6"
"153";"Ambos sexos";"Total Nacional";"Menores de 16";"2009T2";"7.301,3"
"154";"Ambos sexos";"Total Nacional";"Menores de 16";"2009T1";"7.281"
"155";"Ambos sexos";"Total Nacional";"Menores de 16";"2008T4";"7.256,5"
"156";"Ambos sexos";"Total Nacional";"Menores de 16";"2008T3";"7.217,6"
"157";"Ambos sexos";"Total Nacional";"Menores de 16";"2008T2";"7.179,4"
"158";"Ambos sexos";"Total Nacional";"Menores de 16";"2008T1";"7.143,3"
"159";"Ambos sexos";"Total Nacional";"Menores de 16";"2007T4";"7.109,8"
"160";"Ambos sexos";"Total Nacional";"Menores de 16";"2007T3";"7.058,8"
"161";"Ambos sexos";"Total Nacional";"Menores de 16";"2007T2";"7.014,9"
"162";"Ambos sexos";"Total Nacional";"Menores de 16";"2007T1";"6.978,8"
"163";"Ambos sexos";"Total Nacional";"Menores de 16";"2006T4";"6.943,7"
"164";"Ambos sexos";"Total Nacional";"Menores de 16";"2006T3";"6.897,1"
"165";"Ambos sexos";"Total Nacional";"Menores de 16";"2006T2";"6.859,5"
"166";"Ambos sexos";"Total Nacional";"Menores de 16";"2006T1";"6.827,5"
"167";"Ambos sexos";"Total Nacional";"Menores de 16";"2005T4";"6.799,2"
"168";"Ambos sexos";"Total Nacional";"Menores de 16";"2005T3";"6.762"
"169";"Ambos sexos";"Total Nacional";"Menores de 16";"2005T2";"6.734,1"
"170";"Ambos sexos";"Total Nacional";"Menores de 16";"2005T1";"6.708,9"
"171";"Ambos sexos";"Total Nacional";"Menores de 16";"2004T4";"6.685,2"
"172";"Ambos sexos";"Total Nacional";"Menores de 16";"2004T3";"6.653,2"
"173";"Ambos sexos";"Total Nacional";"Menores de 16";"2004T2";"6.628,9"
"174";"Ambos sexos";"Total Nacional";"Menores de 16";"2004T1";"6.609,5"
"175";"Ambos sexos";"Total Nacional";"Menores de 16";"2003T4";"6.592"
"176";"Ambos sexos";"Total Nacional";"Menores de 16";"2003T3";"6.562,3"
"177";"Ambos sexos";"Total Nacional";"Menores de 16";"2003T2";"6.532,5"
"178";"Ambos sexos";"Total Nacional";"Menores de 16";"2003T1";"6.502,4"
"179";"Ambos sexos";"Total Nacional";"Menores de 16";"2002T4";"6.479,1"
"180";"Ambos sexos";"Total Nacional";"Menores de 16";"2002T3";"6.447,2"
"181";"Ambos sexos";"Total Nacional";"Menores de 16";"2002T2";"6.425,4"
"182";"Ambos sexos";"Total Nacional";"Menores de 16";"2002T1";"6.405,7"
"183";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2024T3";"2.133,2"
"184";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2024T2";"2.125"
"185";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2024T1";"2.074,7"
"186";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2023T4";"2.074,8"
"187";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2023T3";"2.027,1"
"188";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2023T2";"2.003,7"
"189";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2023T1";"2.022,2"
"190";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2022T4";"2.021,8"
"191";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2022T3";"1.998,3"
"192";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2022T2";"1.968,9"
"193";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2022T1";"1.946,8"
"194";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2021T4";"1.936,2"
"195";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2021T3";"1.929,2"
"196";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2021T2";"1.919,6"
"197";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2021T1";"1.895,5"
"198";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2020T4";"1.930,8"
"199";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2020T3";"1.923,5"
"200";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2020T2";"1.917,6"
"201";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2020T1";"1.908,4"
"202";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2019T4";"1.895,7"
"203";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2019T3";"1.882,2"
"204";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2019T2";"1.869"
"205";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2019T1";"1.855,2"
"206";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2018T4";"1.841,3"
"207";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2018T3";"1.827,5"
"208";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2018T2";"1.814,8"
"209";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2018T1";"1.804,2"
"210";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2017T4";"1.793,1"
"211";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2017T3";"1.783,6"
"212";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2017T2";"1.775,1"
"213";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2017T1";"1.765,8"
"214";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2016T4";"1.756,7"
"215";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2016T3";"1.748,1"
"216";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2016T2";"1.741,5"
"217";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2016T1";"1.734,7"
"218";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2015T4";"1.727,7"
"219";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2015T3";"1.721,4"
"220";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2015T2";"1.718,2"
"221";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2015T1";"1.714"
"222";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2014T4";"1.711,8"
"223";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2014T3";"1.710,5"
"224";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2014T2";"1.708,7"
"225";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2014T1";"1.708,2"
"226";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2013T4";"1.711,8"
"227";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2013T3";"1.717,9"
"228";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2013T2";"1.726,2"
"229";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2013T1";"1.730,8"
"230";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2012T4";"1.740,1"
"231";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2012T3";"1.749,4"
"232";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2012T2";"1.760,1"
"233";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2012T1";"1.768,4"
"234";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2011T4";"1.777,9"
"235";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2011T3";"1.784,2"
"236";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2011T2";"1.791,1"
"237";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2011T1";"1.797,1"
"238";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2010T4";"1.806,3"
"239";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2010T3";"1.814,1"
"240";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2010T2";"1.822,2"
"241";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2010T1";"1.830,7"
"242";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2009T4";"1.839"
"243";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2009T3";"1.846,1"
"244";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2009T2";"1.851,6"
"245";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2009T1";"1.857,5"
"246";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2008T4";"1.862,4"
"247";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2008T3";"1.864"
"248";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2008T2";"1.865,9"
"249";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2008T1";"1.866,6"
"250";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2007T4";"1.867,4"
"251";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2007T3";"1.866,5"
"252";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2007T2";"1.865,1"
"253";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2007T1";"1.863,3"
"254";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2006T4";"1.860,5"
"255";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2006T3";"1.859,6"
"256";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2006T2";"1.861,7"
"257";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2006T1";"1.863,4"
"258";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2005T4";"1.868,5"
"259";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2005T3";"1.872,4"
"260";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2005T2";"1.878,4"
"261";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2005T1";"1.881,2"
"262";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2004T4";"1.886,9"
"263";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2004T3";"1.893,2"
"264";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2004T2";"1.901,8"
"265";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2004T1";"1.910,6"
"266";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2003T4";"1.920,9"
"267";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2003T3";"1.931"
"268";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2003T2";"1.940,3"
"269";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2003T1";"1.948,8"
"270";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2002T4";"1.961,1"
"271";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2002T3";"1.974,5"
"272";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2002T2";"1.989,3"
"273";"Ambos sexos";"Total Nacional";"De 16 a 19 años";"2002T1";"2.002,1"
"274";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2024T3";"2.631,9"
"275";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2024T2";"2.614,4"
"276";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2024T1";"2.594,6"
"277";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2023T4";"2.572,9"
"278";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2023T3";"2.550,3"
"279";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2023T2";"2.527,6"
"280";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2023T1";"2.502"
"281";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2022T4";"2.474,7"
"282";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2022T3";"2.450,1"
"283";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2022T2";"2.428,9"
"284";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2022T1";"2.407,2"
"285";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2021T4";"2.387,3"
"286";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2021T3";"2.373"
"287";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2021T2";"2.366,5"
"288";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2021T1";"2.364,7"
"289";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2020T4";"2.371,9"
"290";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2020T3";"2.364,5"
"291";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2020T2";"2.356"
"292";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2020T1";"2.343,3"
"293";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2019T4";"2.324,5"
"294";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2019T3";"2.308,1"
"295";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2019T2";"2.294,1"
"296";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2019T1";"2.279,7"
"297";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2018T4";"2.266,8"
"298";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2018T3";"2.258,9"
"299";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2018T2";"2.253,6"
"300";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2018T1";"2.244,7"
"301";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2017T4";"2.239,3"
"302";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2017T3";"2.237"
"303";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2017T2";"2.237,4"
"304";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2017T1";"2.239,6"
"305";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2016T4";"2.242,2"
"306";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2016T3";"2.247,3"
"307";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2016T2";"2.254"
"308";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2016T1";"2.261,2"
"309";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2015T4";"2.270,3"
"310";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2015T3";"2.282,9"
"311";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2015T2";"2.292,9"
"312";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2015T1";"2.303,3"
"313";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2014T4";"2.313,7"
"314";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2014T3";"2.323"
"315";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2014T2";"2.337,4"
"316";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2014T1";"2.345,8"
"317";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2013T4";"2.363,6"
"318";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2013T3";"2.378,3"
"319";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2013T2";"2.400,1"
"320";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2013T1";"2.419,2"
"321";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2012T4";"2.435,8"
"322";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2012T3";"2.447,2"
"323";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2012T2";"2.463,6"
"324";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2012T1";"2.479,7"
"325";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2011T4";"2.495,7"
"326";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2011T3";"2.508,9"
"327";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2011T2";"2.526,6"
"328";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2011T1";"2.545,6"
"329";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2010T4";"2.564,5"
"330";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2010T3";"2.582,3"
"331";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2010T2";"2.605,1"
