Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Mujeres;08 Castilla - La Mancha;55 y más años;2012T1;8,8
Mujeres;08 Castilla - La Mancha;55 y más años;2011T4;7,1
Mujeres;08 Castilla - La Mancha;55 y más años;2011T3;5,4
Mujeres;08 Castilla - La Mancha;55 y más años;2011T2;5,6
Mujeres;08 Castilla - La Mancha;55 y más años;2011T1;4,5
Mujeres;08 Castilla - La Mancha;55 y más años;2010T4;5,1
Mujeres;08 Castilla - La Mancha;55 y más años;2010T3;4,9
Mujeres;08 Castilla - La Mancha;55 y más años;2010T2;6,3
Mujeres;08 Castilla - La Mancha;55 y más años;2010T1;7,8
Mujeres;08 Castilla - La Mancha;55 y más años;2009T4;3,9
Mujeres;08 Castilla - La Mancha;55 y más años;2009T3;3
Mujeres;08 Castilla - La Mancha;55 y más años;2009T2;4,8
Mujeres;08 Castilla - La Mancha;55 y más años;2009T1;4,2
Mujeres;08 Castilla - La Mancha;55 y más años;2008T4;2,1
Mujeres;08 Castilla - La Mancha;55 y más años;2008T3;3,5
Mujeres;08 Castilla - La Mancha;55 y más años;2008T2;2,5
Mujeres;08 Castilla - La Mancha;55 y más años;2008T1;3
Mujeres;08 Castilla - La Mancha;55 y más años;2007T4;2,6
Mujeres;08 Castilla - La Mancha;55 y más años;2007T3;1,3
Mujeres;08 Castilla - La Mancha;55 y más años;2007T2;2,5
Mujeres;08 Castilla - La Mancha;55 y más años;2007T1;2,1
Mujeres;08 Castilla - La Mancha;55 y más años;2006T4;1,7
Mujeres;08 Castilla - La Mancha;55 y más años;2006T3;2,1
Mujeres;08 Castilla - La Mancha;55 y más años;2006T2;2,7
Mujeres;08 Castilla - La Mancha;55 y más años;2006T1;3,1
Mujeres;08 Castilla - La Mancha;55 y más años;2005T4;3,4
Mujeres;08 Castilla - La Mancha;55 y más años;2005T3;1,8
Mujeres;08 Castilla - La Mancha;55 y más años;2005T2;2,2
Mujeres;08 Castilla - La Mancha;55 y más años;2005T1;3,5
Mujeres;08 Castilla - La Mancha;55 y más años;2004T4;1,5
Mujeres;08 Castilla - La Mancha;55 y más años;2004T3;1,3
Mujeres;08 Castilla - La Mancha;55 y más años;2004T2;1,2
Mujeres;08 Castilla - La Mancha;55 y más años;2004T1;1,4
Mujeres;08 Castilla - La Mancha;55 y más años;2003T4;1
Mujeres;08 Castilla - La Mancha;55 y más años;2003T3;1,1
Mujeres;08 Castilla - La Mancha;55 y más años;2003T2;1,4
Mujeres;08 Castilla - La Mancha;55 y más años;2003T1;0,5
Mujeres;08 Castilla - La Mancha;55 y más años;2002T4;1,4
Mujeres;08 Castilla - La Mancha;55 y más años;2002T3;1,8
Mujeres;08 Castilla - La Mancha;55 y más años;2002T2;1,1
Mujeres;08 Castilla - La Mancha;55 y más años;2002T1;1,4
Mujeres;09 Cataluña;Total;2024T3;179,8
Mujeres;09 Cataluña;Total;2024T2;188,1
Mujeres;09 Cataluña;Total;2024T1;202
Mujeres;09 Cataluña;Total;2023T4;195,3
Mujeres;09 Cataluña;Total;2023T3;181,5
Mujeres;09 Cataluña;Total;2023T2;175
Mujeres;09 Cataluña;Total;2023T1;212,9
Mujeres;09 Cataluña;Total;2022T4;200,3
Mujeres;09 Cataluña;Total;2022T3;196,6
Mujeres;09 Cataluña;Total;2022T2;197
Mujeres;09 Cataluña;Total;2022T1;204,9
Mujeres;09 Cataluña;Total;2021T4;219,3
Mujeres;09 Cataluña;Total;2021T3;222,2
Mujeres;09 Cataluña;Total;2021T2;257,7
Mujeres;09 Cataluña;Total;2021T1;275,9
Mujeres;09 Cataluña;Total;2020T4;278,1
Mujeres;09 Cataluña;Total;2020T3;260,7
Mujeres;09 Cataluña;Total;2020T2;226,2
Mujeres;09 Cataluña;Total;2020T1;210,9
Mujeres;09 Cataluña;Total;2019T4;202,9
Mujeres;09 Cataluña;Total;2019T3;212,6
Mujeres;09 Cataluña;Total;2019T2;209,9
Mujeres;09 Cataluña;Total;2019T1;223,1
Mujeres;09 Cataluña;Total;2018T4;231,3
Mujeres;09 Cataluña;Total;2018T3;192,5
Mujeres;09 Cataluña;Total;2018T2;214,2
Mujeres;09 Cataluña;Total;2018T1;231,6
Mujeres;09 Cataluña;Total;2017T4;242,8
Mujeres;09 Cataluña;Total;2017T3;241,5
Mujeres;09 Cataluña;Total;2017T2;254,4
Mujeres;09 Cataluña;Total;2017T1;296,2
Mujeres;09 Cataluña;Total;2016T4;283,5
Mujeres;09 Cataluña;Total;2016T3;277
Mujeres;09 Cataluña;Total;2016T2;319,4
Mujeres;09 Cataluña;Total;2016T1;336,3
Mujeres;09 Cataluña;Total;2015T4;339,2
Mujeres;09 Cataluña;Total;2015T3;325,7
Mujeres;09 Cataluña;Total;2015T2;360,6
Mujeres;09 Cataluña;Total;2015T1;359,5
Mujeres;09 Cataluña;Total;2014T4;350,2
Mujeres;09 Cataluña;Total;2014T3;344,4
Mujeres;09 Cataluña;Total;2014T2;362,5
Mujeres;09 Cataluña;Total;2014T1;377,5
Mujeres;09 Cataluña;Total;2013T4;386
Mujeres;09 Cataluña;Total;2013T3;395,3
Mujeres;09 Cataluña;Total;2013T2;414,2
Mujeres;09 Cataluña;Total;2013T1;422,1
Mujeres;09 Cataluña;Total;2012T4;412,7
Mujeres;09 Cataluña;Total;2012T3;394
Mujeres;09 Cataluña;Total;2012T2;372,5
Mujeres;09 Cataluña;Total;2012T1;393,7
Mujeres;09 Cataluña;Total;2011T4;362,7
Mujeres;09 Cataluña;Total;2011T3;333,3
Mujeres;09 Cataluña;Total;2011T2;316,2
Mujeres;09 Cataluña;Total;2011T1;325,8
Mujeres;09 Cataluña;Total;2010T4;293,2
Mujeres;09 Cataluña;Total;2010T3;294
Mujeres;09 Cataluña;Total;2010T2;298
Mujeres;09 Cataluña;Total;2010T1;286,8
Mujeres;09 Cataluña;Total;2009T4;267,4
Mujeres;09 Cataluña;Total;2009T3;266,1
Mujeres;09 Cataluña;Total;2009T2;251,8
Mujeres;09 Cataluña;Total;2009T1;261,8
Mujeres;09 Cataluña;Total;2008T4;192
Mujeres;09 Cataluña;Total;2008T3;137,9
Mujeres;09 Cataluña;Total;2008T2;124,1
Mujeres;09 Cataluña;Total;2008T1;143,8
Mujeres;09 Cataluña;Total;2007T4;128,7
Mujeres;09 Cataluña;Total;2007T3;132,5
Mujeres;09 Cataluña;Total;2007T2;110
Mujeres;09 Cataluña;Total;2007T1;133,3
Mujeres;09 Cataluña;Total;2006T4;128
Mujeres;09 Cataluña;Total;2006T3;128,1
Mujeres;09 Cataluña;Total;2006T2;128,7
Mujeres;09 Cataluña;Total;2006T1;137,9
Mujeres;09 Cataluña;Total;2005T4;127,1
Mujeres;09 Cataluña;Total;2005T3;100,6
Mujeres;09 Cataluña;Total;2005T2;131,1
Mujeres;09 Cataluña;Total;2005T1;151,8
Mujeres;09 Cataluña;Total;2004T4;181,8
Mujeres;09 Cataluña;Total;2004T3;179,8
Mujeres;09 Cataluña;Total;2004T2;176,9
Mujeres;09 Cataluña;Total;2004T1;185,6
Mujeres;09 Cataluña;Total;2003T4;178,3
Mujeres;09 Cataluña;Total;2003T3;185
Mujeres;09 Cataluña;Total;2003T2;189,9
Mujeres;09 Cataluña;Total;2003T1;190,8
Mujeres;09 Cataluña;Total;2002T4;180,9
Mujeres;09 Cataluña;Total;2002T3;180,2
Mujeres;09 Cataluña;Total;2002T2;172,3
Mujeres;09 Cataluña;Total;2002T1;189,8
Mujeres;09 Cataluña;De 16 a 19 años;2024T3;17,2
Mujeres;09 Cataluña;De 16 a 19 años;2024T2;17,3
Mujeres;09 Cataluña;De 16 a 19 años;2024T1;16,7
Mujeres;09 Cataluña;De 16 a 19 años;2023T4;13,9
Mujeres;09 Cataluña;De 16 a 19 años;2023T3;15,7
Mujeres;09 Cataluña;De 16 a 19 años;2023T2;13,3
Mujeres;09 Cataluña;De 16 a 19 años;2023T1;9
Mujeres;09 Cataluña;De 16 a 19 años;2022T4;9,2
Mujeres;09 Cataluña;De 16 a 19 años;2022T3;18,6
Mujeres;09 Cataluña;De 16 a 19 años;2022T2;22,8
Mujeres;09 Cataluña;De 16 a 19 años;2022T1;15,8
Mujeres;09 Cataluña;De 16 a 19 años;2021T4;14,5
Mujeres;09 Cataluña;De 16 a 19 años;2021T3;11,8
Mujeres;09 Cataluña;De 16 a 19 años;2021T2;10,8
Mujeres;09 Cataluña;De 16 a 19 años;2021T1;14,1
Mujeres;09 Cataluña;De 16 a 19 años;2020T4;14,7
Mujeres;09 Cataluña;De 16 a 19 años;2020T3;15,1
Mujeres;09 Cataluña;De 16 a 19 años;2020T2;8,1
Mujeres;09 Cataluña;De 16 a 19 años;2020T1;6,3
Mujeres;09 Cataluña;De 16 a 19 años;2019T4;7,4
Mujeres;09 Cataluña;De 16 a 19 años;2019T3;9,6
Mujeres;09 Cataluña;De 16 a 19 años;2019T2;10,6
Mujeres;09 Cataluña;De 16 a 19 años;2019T1;13,5
Mujeres;09 Cataluña;De 16 a 19 años;2018T4;10,1
Mujeres;09 Cataluña;De 16 a 19 años;2018T3;10
Mujeres;09 Cataluña;De 16 a 19 años;2018T2;10,9
Mujeres;09 Cataluña;De 16 a 19 años;2018T1;10,4
Mujeres;09 Cataluña;De 16 a 19 años;2017T4;13,6
Mujeres;09 Cataluña;De 16 a 19 años;2017T3;6,6
Mujeres;09 Cataluña;De 16 a 19 años;2017T2;7,9
Mujeres;09 Cataluña;De 16 a 19 años;2017T1;10,1
Mujeres;09 Cataluña;De 16 a 19 años;2016T4;10
Mujeres;09 Cataluña;De 16 a 19 años;2016T3;10,9
Mujeres;09 Cataluña;De 16 a 19 años;2016T2;7,2
Mujeres;09 Cataluña;De 16 a 19 años;2016T1;8,1
Mujeres;09 Cataluña;De 16 a 19 años;2015T4;13,8
Mujeres;09 Cataluña;De 16 a 19 años;2015T3;13,1
Mujeres;09 Cataluña;De 16 a 19 años;2015T2;13,8
Mujeres;09 Cataluña;De 16 a 19 años;2015T1;14,4
Mujeres;09 Cataluña;De 16 a 19 años;2014T4;12,3
Mujeres;09 Cataluña;De 16 a 19 años;2014T3;12,9
Mujeres;09 Cataluña;De 16 a 19 años;2014T2;13,7
Mujeres;09 Cataluña;De 16 a 19 años;2014T1;11,3
Mujeres;09 Cataluña;De 16 a 19 años;2013T4;13,7
Mujeres;09 Cataluña;De 16 a 19 años;2013T3;21,3
Mujeres;09 Cataluña;De 16 a 19 años;2013T2;20,8
Mujeres;09 Cataluña;De 16 a 19 años;2013T1;15
Mujeres;09 Cataluña;De 16 a 19 años;2012T4;16,7
Mujeres;09 Cataluña;De 16 a 19 años;2012T3;18,4
Mujeres;09 Cataluña;De 16 a 19 años;2012T2;19,9
Mujeres;09 Cataluña;De 16 a 19 años;2012T1;18,3
Mujeres;09 Cataluña;De 16 a 19 años;2011T4;17,7
Mujeres;09 Cataluña;De 16 a 19 años;2011T3;14,1
Mujeres;09 Cataluña;De 16 a 19 años;2011T2;15,2
Mujeres;09 Cataluña;De 16 a 19 años;2011T1;16,6
Mujeres;09 Cataluña;De 16 a 19 años;2010T4;14,3
Mujeres;09 Cataluña;De 16 a 19 años;2010T3;19,1
Mujeres;09 Cataluña;De 16 a 19 años;2010T2;22,6
Mujeres;09 Cataluña;De 16 a 19 años;2010T1;16,2
Mujeres;09 Cataluña;De 16 a 19 años;2009T4;14
Mujeres;09 Cataluña;De 16 a 19 años;2009T3;23,6
Mujeres;09 Cataluña;De 16 a 19 años;2009T2;13,9
Mujeres;09 Cataluña;De 16 a 19 años;2009T1;13,8
Mujeres;09 Cataluña;De 16 a 19 años;2008T4;16
Mujeres;09 Cataluña;De 16 a 19 años;2008T3;10,9
Mujeres;09 Cataluña;De 16 a 19 años;2008T2;13,4
Mujeres;09 Cataluña;De 16 a 19 años;2008T1;10,9
Mujeres;09 Cataluña;De 16 a 19 años;2007T4;11,6
Mujeres;09 Cataluña;De 16 a 19 años;2007T3;13
Mujeres;09 Cataluña;De 16 a 19 años;2007T2;9,3
Mujeres;09 Cataluña;De 16 a 19 años;2007T1;9,3
Mujeres;09 Cataluña;De 16 a 19 años;2006T4;11,4
Mujeres;09 Cataluña;De 16 a 19 años;2006T3;13,3
Mujeres;09 Cataluña;De 16 a 19 años;2006T2;16,2
Mujeres;09 Cataluña;De 16 a 19 años;2006T1;7,9
Mujeres;09 Cataluña;De 16 a 19 años;2005T4;13,9
Mujeres;09 Cataluña;De 16 a 19 años;2005T3;12,3
Mujeres;09 Cataluña;De 16 a 19 años;2005T2;8,3
Mujeres;09 Cataluña;De 16 a 19 años;2005T1;8,6
Mujeres;09 Cataluña;De 16 a 19 años;2004T4;9,2
Mujeres;09 Cataluña;De 16 a 19 años;2004T3;12,8
Mujeres;09 Cataluña;De 16 a 19 años;2004T2;15,9
Mujeres;09 Cataluña;De 16 a 19 años;2004T1;12,3
Mujeres;09 Cataluña;De 16 a 19 años;2003T4;14,7
Mujeres;09 Cataluña;De 16 a 19 años;2003T3;17,6
Mujeres;09 Cataluña;De 16 a 19 años;2003T2;18,9
Mujeres;09 Cataluña;De 16 a 19 años;2003T1;12,8
Mujeres;09 Cataluña;De 16 a 19 años;2002T4;9,2
Mujeres;09 Cataluña;De 16 a 19 años;2002T3;10,5
Mujeres;09 Cataluña;De 16 a 19 años;2002T2;8,4
Mujeres;09 Cataluña;De 16 a 19 años;2002T1;13,1
Mujeres;09 Cataluña;De 20 a 24 años;2024T3;28,3
Mujeres;09 Cataluña;De 20 a 24 años;2024T2;13,5
Mujeres;09 Cataluña;De 20 a 24 años;2024T1;20,9
Mujeres;09 Cataluña;De 20 a 24 años;2023T4;29,1
Mujeres;09 Cataluña;De 20 a 24 años;2023T3;23,6
Mujeres;09 Cataluña;De 20 a 24 años;2023T2;19,2
Mujeres;09 Cataluña;De 20 a 24 años;2023T1;28,8
Mujeres;09 Cataluña;De 20 a 24 años;2022T4;20,1
Mujeres;09 Cataluña;De 20 a 24 años;2022T3;28,9
Mujeres;09 Cataluña;De 20 a 24 años;2022T2;26,3
Mujeres;09 Cataluña;De 20 a 24 años;2022T1;24,7
Mujeres;09 Cataluña;De 20 a 24 años;2021T4;25,3
Mujeres;09 Cataluña;De 20 a 24 años;2021T3;18,8
Mujeres;09 Cataluña;De 20 a 24 años;2021T2;42,4
Mujeres;09 Cataluña;De 20 a 24 años;2021T1;32,3
Mujeres;09 Cataluña;De 20 a 24 años;2020T4;38,7
Mujeres;09 Cataluña;De 20 a 24 años;2020T3;32,6
Mujeres;09 Cataluña;De 20 a 24 años;2020T2;32,2
Mujeres;09 Cataluña;De 20 a 24 años;2020T1;28,2
Mujeres;09 Cataluña;De 20 a 24 años;2019T4;25,3
Mujeres;09 Cataluña;De 20 a 24 años;2019T3;21,5
Mujeres;09 Cataluña;De 20 a 24 años;2019T2;23,2
Mujeres;09 Cataluña;De 20 a 24 años;2019T1;30
Mujeres;09 Cataluña;De 20 a 24 años;2018T4;30,5
Mujeres;09 Cataluña;De 20 a 24 años;2018T3;21,4
Mujeres;09 Cataluña;De 20 a 24 años;2018T2;21,4
Mujeres;09 Cataluña;De 20 a 24 años;2018T1;23,3
Mujeres;09 Cataluña;De 20 a 24 años;2017T4;23,4
Mujeres;09 Cataluña;De 20 a 24 años;2017T3;32,1
Mujeres;09 Cataluña;De 20 a 24 años;2017T2;24,4
Mujeres;09 Cataluña;De 20 a 24 años;2017T1;27,5
Mujeres;09 Cataluña;De 20 a 24 años;2016T4;27,5
Mujeres;09 Cataluña;De 20 a 24 años;2016T3;31,5
Mujeres;09 Cataluña;De 20 a 24 años;2016T2;35,2
Mujeres;09 Cataluña;De 20 a 24 años;2016T1;35,5
Mujeres;09 Cataluña;De 20 a 24 años;2015T4;31,8
Mujeres;09 Cataluña;De 20 a 24 años;2015T3;39,8
Mujeres;09 Cataluña;De 20 a 24 años;2015T2;42,8
Mujeres;09 Cataluña;De 20 a 24 años;2015T1;39,8
Mujeres;09 Cataluña;De 20 a 24 años;2014T4;44,7
Mujeres;09 Cataluña;De 20 a 24 años;2014T3;47,5
Mujeres;09 Cataluña;De 20 a 24 años;2014T2;49,1
Mujeres;09 Cataluña;De 20 a 24 años;2014T1;52,9
Mujeres;09 Cataluña;De 20 a 24 años;2013T4;49,4
Mujeres;09 Cataluña;De 20 a 24 años;2013T3;44,1
Mujeres;09 Cataluña;De 20 a 24 años;2013T2;47,9
Mujeres;09 Cataluña;De 20 a 24 años;2013T1;49,9
Mujeres;09 Cataluña;De 20 a 24 años;2012T4;51,5
Mujeres;09 Cataluña;De 20 a 24 años;2012T3;49,9
Mujeres;09 Cataluña;De 20 a 24 años;2012T2;59,3
Mujeres;09 Cataluña;De 20 a 24 años;2012T1;50,6
Mujeres;09 Cataluña;De 20 a 24 años;2011T4;53,9
Mujeres;09 Cataluña;De 20 a 24 años;2011T3;47
Mujeres;09 Cataluña;De 20 a 24 años;2011T2;43,2
Mujeres;09 Cataluña;De 20 a 24 años;2011T1;39,1
Mujeres;09 Cataluña;De 20 a 24 años;2010T4;32,8
Mujeres;09 Cataluña;De 20 a 24 años;2010T3;32,7
Mujeres;09 Cataluña;De 20 a 24 años;2010T2;38
Mujeres;09 Cataluña;De 20 a 24 años;2010T1;33,6
Mujeres;09 Cataluña;De 20 a 24 años;2009T4;33
Mujeres;09 Cataluña;De 20 a 24 años;2009T3;42,9
Mujeres;09 Cataluña;De 20 a 24 años;2009T2;33,6
Mujeres;09 Cataluña;De 20 a 24 años;2009T1;39,6
Mujeres;09 Cataluña;De 20 a 24 años;2008T4;26,2
Mujeres;09 Cataluña;De 20 a 24 años;2008T3;18,6
Mujeres;09 Cataluña;De 20 a 24 años;2008T2;14,2
Mujeres;09 Cataluña;De 20 a 24 años;2008T1;17,6
Mujeres;09 Cataluña;De 20 a 24 años;2007T4;13,5
Mujeres;09 Cataluña;De 20 a 24 años;2007T3;13,6
Mujeres;09 Cataluña;De 20 a 24 años;2007T2;16
Mujeres;09 Cataluña;De 20 a 24 años;2007T1;19,1
Mujeres;09 Cataluña;De 20 a 24 años;2006T4;18,5
Mujeres;09 Cataluña;De 20 a 24 años;2006T3;17,9
Mujeres;09 Cataluña;De 20 a 24 años;2006T2;15,9
Mujeres;09 Cataluña;De 20 a 24 años;2006T1;19,4
Mujeres;09 Cataluña;De 20 a 24 años;2005T4;18
Mujeres;09 Cataluña;De 20 a 24 años;2005T3;15,8
Mujeres;09 Cataluña;De 20 a 24 años;2005T2;19,4
Mujeres;09 Cataluña;De 20 a 24 años;2005T1;19,6
Mujeres;09 Cataluña;De 20 a 24 años;2004T4;32,9
Mujeres;09 Cataluña;De 20 a 24 años;2004T3;32
Mujeres;09 Cataluña;De 20 a 24 años;2004T2;29,4
Mujeres;09 Cataluña;De 20 a 24 años;2004T1;31,7
Mujeres;09 Cataluña;De 20 a 24 años;2003T4;24,1
Mujeres;09 Cataluña;De 20 a 24 años;2003T3;25,2
Mujeres;09 Cataluña;De 20 a 24 años;2003T2;25,7
Mujeres;09 Cataluña;De 20 a 24 años;2003T1;24,3
Mujeres;09 Cataluña;De 20 a 24 años;2002T4;25,9
Mujeres;09 Cataluña;De 20 a 24 años;2002T3;30,4
Mujeres;09 Cataluña;De 20 a 24 años;2002T2;32,2
Mujeres;09 Cataluña;De 20 a 24 años;2002T1;30
Mujeres;09 Cataluña;De 25 a 34 años;2024T3;36,5
Mujeres;09 Cataluña;De 25 a 34 años;2024T2;48
Mujeres;09 Cataluña;De 25 a 34 años;2024T1;36,4
Mujeres;09 Cataluña;De 25 a 34 años;2023T4;54,5
Mujeres;09 Cataluña;De 25 a 34 años;2023T3;37,6
Mujeres;09 Cataluña;De 25 a 34 años;2023T2;34,2
Mujeres;09 Cataluña;De 25 a 34 años;2023T1;42,6
Mujeres;09 Cataluña;De 25 a 34 años;2022T4;38
Mujeres;09 Cataluña;De 25 a 34 años;2022T3;47,2
Mujeres;09 Cataluña;De 25 a 34 años;2022T2;26
Mujeres;09 Cataluña;De 25 a 34 años;2022T1;40,3
Mujeres;09 Cataluña;De 25 a 34 años;2021T4;54,7
Mujeres;09 Cataluña;De 25 a 34 años;2021T3;54,4
Mujeres;09 Cataluña;De 25 a 34 años;2021T2;54,3
Mujeres;09 Cataluña;De 25 a 34 años;2021T1;70,6
Mujeres;09 Cataluña;De 25 a 34 años;2020T4;72,7
Mujeres;09 Cataluña;De 25 a 34 años;2020T3;65,7
Mujeres;09 Cataluña;De 25 a 34 años;2020T2;58,5
Mujeres;09 Cataluña;De 25 a 34 años;2020T1;50,6
Mujeres;09 Cataluña;De 25 a 34 años;2019T4;40,8
Mujeres;09 Cataluña;De 25 a 34 años;2019T3;51,8
Mujeres;09 Cataluña;De 25 a 34 años;2019T2;49,7
Mujeres;09 Cataluña;De 25 a 34 años;2019T1;48
Mujeres;09 Cataluña;De 25 a 34 años;2018T4;53
Mujeres;09 Cataluña;De 25 a 34 años;2018T3;50,5
Mujeres;09 Cataluña;De 25 a 34 años;2018T2;54,4
Mujeres;09 Cataluña;De 25 a 34 años;2018T1;47,8
Mujeres;09 Cataluña;De 25 a 34 años;2017T4;46,4
Mujeres;09 Cataluña;De 25 a 34 años;2017T3;46,3
Mujeres;09 Cataluña;De 25 a 34 años;2017T2;46,7
Mujeres;09 Cataluña;De 25 a 34 años;2017T1;55,6
Mujeres;09 Cataluña;De 25 a 34 años;2016T4;59,3
Mujeres;09 Cataluña;De 25 a 34 años;2016T3;56,9
Mujeres;09 Cataluña;De 25 a 34 años;2016T2;63,2
Mujeres;09 Cataluña;De 25 a 34 años;2016T1;71,2
Mujeres;09 Cataluña;De 25 a 34 años;2015T4;72,9
Mujeres;09 Cataluña;De 25 a 34 años;2015T3;62,4
Mujeres;09 Cataluña;De 25 a 34 años;2015T2;76,1
Mujeres;09 Cataluña;De 25 a 34 años;2015T1;81,7
Mujeres;09 Cataluña;De 25 a 34 años;2014T4;78,9
Mujeres;09 Cataluña;De 25 a 34 años;2014T3;73,9
Mujeres;09 Cataluña;De 25 a 34 años;2014T2;81,6
Mujeres;09 Cataluña;De 25 a 34 años;2014T1;98,7
Mujeres;09 Cataluña;De 25 a 34 años;2013T4;102,2
Mujeres;09 Cataluña;De 25 a 34 años;2013T3;108,4
Mujeres;09 Cataluña;De 25 a 34 años;2013T2;110,6
Mujeres;09 Cataluña;De 25 a 34 años;2013T1;109,7
Mujeres;09 Cataluña;De 25 a 34 años;2012T4;113,4
Mujeres;09 Cataluña;De 25 a 34 años;2012T3;109,6
Mujeres;09 Cataluña;De 25 a 34 años;2012T2;91,3
Mujeres;09 Cataluña;De 25 a 34 años;2012T1;108,1
Mujeres;09 Cataluña;De 25 a 34 años;2011T4;89,6
Mujeres;09 Cataluña;De 25 a 34 años;2011T3;90,2
Mujeres;09 Cataluña;De 25 a 34 años;2011T2;90,6
Mujeres;09 Cataluña;De 25 a 34 años;2011T1;97
Mujeres;09 Cataluña;De 25 a 34 años;2010T4;88,6
Mujeres;09 Cataluña;De 25 a 34 años;2010T3;90,1
Mujeres;09 Cataluña;De 25 a 34 años;2010T2;81,7
Mujeres;09 Cataluña;De 25 a 34 años;2010T1;93,1
Mujeres;09 Cataluña;De 25 a 34 años;2009T4;89,1
Mujeres;09 Cataluña;De 25 a 34 años;2009T3;73,4
Mujeres;09 Cataluña;De 25 a 34 años;2009T2;74,6
Mujeres;09 Cataluña;De 25 a 34 años;2009T1;78,7
Mujeres;09 Cataluña;De 25 a 34 años;2008T4;59,5
Mujeres;09 Cataluña;De 25 a 34 años;2008T3;46,3
Mujeres;09 Cataluña;De 25 a 34 años;2008T2;39,1
Mujeres;09 Cataluña;De 25 a 34 años;2008T1;41,7
Mujeres;09 Cataluña;De 25 a 34 años;2007T4;36,8
Mujeres;09 Cataluña;De 25 a 34 años;2007T3;30,6
Mujeres;09 Cataluña;De 25 a 34 años;2007T2;22,5
Mujeres;09 Cataluña;De 25 a 34 años;2007T1;37,8
Mujeres;09 Cataluña;De 25 a 34 años;2006T4;32,2
Mujeres;09 Cataluña;De 25 a 34 años;2006T3;26,5
Mujeres;09 Cataluña;De 25 a 34 años;2006T2;37,7
Mujeres;09 Cataluña;De 25 a 34 años;2006T1;46,6
Mujeres;09 Cataluña;De 25 a 34 años;2005T4;42,4
Mujeres;09 Cataluña;De 25 a 34 años;2005T3;32,5
Mujeres;09 Cataluña;De 25 a 34 años;2005T2;40,5
Mujeres;09 Cataluña;De 25 a 34 años;2005T1;50,2
Mujeres;09 Cataluña;De 25 a 34 años;2004T4;61,5
Mujeres;09 Cataluña;De 25 a 34 años;2004T3;47,8
Mujeres;09 Cataluña;De 25 a 34 años;2004T2;37,7
Mujeres;09 Cataluña;De 25 a 34 años;2004T1;53,6
Mujeres;09 Cataluña;De 25 a 34 años;2003T4;62,6
Mujeres;09 Cataluña;De 25 a 34 años;2003T3;67,2
Mujeres;09 Cataluña;De 25 a 34 años;2003T2;67,8
Mujeres;09 Cataluña;De 25 a 34 años;2003T1;65,9
Mujeres;09 Cataluña;De 25 a 34 años;2002T4;62
Mujeres;09 Cataluña;De 25 a 34 años;2002T3;54,1
Mujeres;09 Cataluña;De 25 a 34 años;2002T2;48,9
Mujeres;09 Cataluña;De 25 a 34 años;2002T1;60,9
Mujeres;09 Cataluña;De 35 a 44 años;2024T3;38,2
Mujeres;09 Cataluña;De 35 a 44 años;2024T2;39,5
Mujeres;09 Cataluña;De 35 a 44 años;2024T1;50,2
Mujeres;09 Cataluña;De 35 a 44 años;2023T4;34,6
Mujeres;09 Cataluña;De 35 a 44 años;2023T3;37,1
Mujeres;09 Cataluña;De 35 a 44 años;2023T2;38
Mujeres;09 Cataluña;De 35 a 44 años;2023T1;47,9
Mujeres;09 Cataluña;De 35 a 44 años;2022T4;43,8
Mujeres;09 Cataluña;De 35 a 44 años;2022T3;33,3
Mujeres;09 Cataluña;De 35 a 44 años;2022T2;50,3
Mujeres;09 Cataluña;De 35 a 44 años;2022T1;46,3
Mujeres;09 Cataluña;De 35 a 44 años;2021T4;48,2
Mujeres;09 Cataluña;De 35 a 44 años;2021T3;53,7
Mujeres;09 Cataluña;De 35 a 44 años;2021T2;68
Mujeres;09 Cataluña;De 35 a 44 años;2021T1;70,6
Mujeres;09 Cataluña;De 35 a 44 años;2020T4;67,9
Mujeres;09 Cataluña;De 35 a 44 años;2020T3;54,7
Mujeres;09 Cataluña;De 35 a 44 años;2020T2;54,8
Mujeres;09 Cataluña;De 35 a 44 años;2020T1;57,1
Mujeres;09 Cataluña;De 35 a 44 años;2019T4;53,5
Mujeres;09 Cataluña;De 35 a 44 años;2019T3;51,1
Mujeres;09 Cataluña;De 35 a 44 años;2019T2;53,3
Mujeres;09 Cataluña;De 35 a 44 años;2019T1;55,3
Mujeres;09 Cataluña;De 35 a 44 años;2018T4;59,5
Mujeres;09 Cataluña;De 35 a 44 años;2018T3;41,5
Mujeres;09 Cataluña;De 35 a 44 años;2018T2;50,2
Mujeres;09 Cataluña;De 35 a 44 años;2018T1;65,6
Mujeres;09 Cataluña;De 35 a 44 años;2017T4;67,9
Mujeres;09 Cataluña;De 35 a 44 años;2017T3;62,5
Mujeres;09 Cataluña;De 35 a 44 años;2017T2;70,7
Mujeres;09 Cataluña;De 35 a 44 años;2017T1;90,2
Mujeres;09 Cataluña;De 35 a 44 años;2016T4;80,4
Mujeres;09 Cataluña;De 35 a 44 años;2016T3;77,1
Mujeres;09 Cataluña;De 35 a 44 años;2016T2;91,1
Mujeres;09 Cataluña;De 35 a 44 años;2016T1;90,6
Mujeres;09 Cataluña;De 35 a 44 años;2015T4;88,5
Mujeres;09 Cataluña;De 35 a 44 años;2015T3;84,3
Mujeres;09 Cataluña;De 35 a 44 años;2015T2;90,7
